"","coef","Pr(>|z|)","lower .95","upper .95"
"theta_bandpower_kurtosis_O_NREM_1:2",-0.0128215509312776,0.72477951692638,0.919250070505858,1.06030221951692
"sigma_bandpower_kurtosis_F_NREM_1:2",0.0766960060683852,0.0496889945843872,1.00010425143329,1.16566036826514
"sigma_bandpower_kurtosis_O_NREM_1:2",-0.0130665847715996,0.714431075284969,0.920299357656531,1.05857440666892
"delta_alpha_mean_F_NREM_1:2",-0.122734506440905,0.0257594149524427,0.794044700627756,0.985256277367999
"delta_alpha_mean_C_NREM_1:2",-0.125178805185363,0.0102697189622553,0.801900984862258,0.970845952709458
"delta_alpha_mean_O_NREM_1:2",-0.0443987573466384,0.239542914761258,0.888352065044953,1.03003175331219
"theta_alpha_mean_F_NREM_1:2",0.0362606661577421,0.312118672417516,0.966522666263933,1.11245786593207
"theta_alpha_mean_O_NREM_1:2",-0.0579968821009338,0.185974942915005,0.865936354869341,1.02834437095886
"alpha_bandpower_mean_F_R_1:2",0.0510708222789066,0.153974648975707,0.981040499275281,1.12894456293866
"alpha_bandpower_mean_C_R_1:2",0.00534356898507526,0.895106971715157,0.928586061810072,1.08847686927592
